id,citation,title,summary,court,date
173,SC-172,Supreme Court Judgment,"  Page 1 of 8              THE CHAIRMAN AND SPEAKER (SALARIES, ALLOWANCES  AND PRIVILEGES) ACT, 1975               CONTENTS   1.  Short title and commencement   2.  Definitions   3.  Salary   4.  Equipment Allowance   5.  Allowances on taking up and laying down the office   6.  Sumptuary Allowance   7.  Transport   8.  Official residence   8A.  Residential telephone, etc .  9.  Travelling allowance for journeys within Pakistan   10.  Daily allowance during halt   11.  Halt on tour   12.  Travell",Supreme Court of Pakistan,Unknown
174,SC-173,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
175,SC-174,Supreme Court Judgment,"  Page 1 of 8      THE  PRICE  CONTROL  AND PREVENTION  OF PROFITEERING   AND HOARDING  ACT, 1977           CONTENTS              __________   1. Short title, extent and comme ncement  2A.  Establishment of Price Control Councils  3.  Powers to make orders etc.  4.  Delegation of powers  5.  Effect of orders inconsistent with other enactments  6.  Fixation of prices  7.  Penalties  8.  Attempts and abetments  9.  Offences by corporations  10.  False s tatements  11.  Power to try offences summar",Supreme Court of Pakistan,Unknown
176,SC-175,Supreme Court Judgment,"Updated till 19.04.2023         T HE PRESIDENT ’ S PENSION ACT, 1974     CONTENTS   1.    Sh o r t  t i t le a n d   c o m m e n c e m e n t   2.     A m o un t   a n d   c o nd i t ion   of   p e n sio n   3.     P r ovision   of   o t h e r   f a c ili t i e s   4.    E x p e nditu r e on p e nsion  a nd   oth e r   fac il i ti e s   to be charged on Federal Cons olidated Fund   5.     [ R e p e a l .]     THE   S CHEDULE        Page  2   of  4     THE   P RE S IDENT ’ S   PEN S ION   ACT,   1",Supreme Court of Pakistan,Unknown
177,SC-176,Supreme Court Judgment,"  Page 1 of 35         THE FINANCIAL INSTITUTIONS (SECUR ED  TRANSACTIONS) ACT, 2016                CONTENTS  ___________        SECTIONS:      PART I   PRELIMINARY     1.  Short  title, commencement  and application.    2. Definitions.    3. Scope  of Act.   PART II   CREATION OF SECURITY INTERESTS      4.  Right to create  a secur ity interest.     5. Effectiveness  of a secur ity interest.     6. Secur ity agreement.     7. Secur ity interest  in proceeds.     8. Secur ity interest  in comm i",Supreme Court of Pakistan,Unknown
178,SC-177,Supreme Court Judgment,"  Page 1 of 18           PUBLIC  FINANCE MANAGEMENT  ACT,  2019           CONTENTS     CHA PTER I   PRELIMINARY  1. Short t itle, application and commencement   2. Definitions  CHA PTER II   BUDGET MANAGEMENT   BUDGET PREP ARATION  AND PRESENTATION   3. Budget strategy paper  4. Annu al budg et stat ement   5. Plan b ased Gov ernment’s expenditure  6. Grant-in-aid  7. Receipt of grants by the Government  8. Tax expenditure  9. Performance based budget  10. Ch anges in s chedule of authori zed ex",Supreme Court of Pakistan,Unknown
179,SC-178,Supreme Court Judgment,"T H E   C A S T E   D I S A B I L I T I E S   R E M O V A L   A C T ,   1 8 5 0 C O N T E N T S S E C T I O N S : 1 . L a w   o r   u s a g e   w h i c h   i n f l i c t s   f o r f e i t u r e   o f ,   e f f e c t s ,   r i g h t s   o n   c h a n g e   o f   r e l i g i o n   o r l o s s   o f   c a s t e   t o   c e a s e   t o   b e   e n f o r c e d . Page 1 of 3  1[ T H E   C A S T E   D I S A B I L I T I E S   R E M O V A L   A C T ,   1 8 5 0 ] A C T   N o .   X X I   O F   1 8 5 0 [ 1 ",Supreme Court of Pakistan,Unknown
180,SC-179,Supreme Court Judgment,"  Page 1 of 16            THE INVESTIGATION FOR FAIR TRIAL ACT, 2013           CONTENTS   1.  Short  title, extent,  and commencement .  2.  Application .  CHAPTER 1   DEFINITIONS   3.  Definitions   CHAPTER -2  APPLICATION FOR WARRANT   4.  Notification of authorized officer .  5.  Record of Suspicious Conduct .  6.  Material to be placed bef ore the Minister .  7.  Action by the Minister on the material presented to him .  8.  Application for issuance of warrant .  CHAPTER -3  ISSUE OF WARRANT",Supreme Court of Pakistan,Unknown
181,SC-180,Supreme Court Judgment,"  Page 1 of 16            THE INVESTIGATION FOR FAIR TRIAL ACT, 2013           CONTENTS   1.  Short  title, extent,  and commencement .  2.  Application .  CHAPTER 1   DEFINITIONS   3.  Definitions   CHAPTER -2  APPLICATION FOR WARRANT   4.  Notification of authorized officer .  5.  Record of Suspicious Conduct .  6.  Material to be placed bef ore the Minister .  7.  Action by the Minister on the material presented to him .  8.  Application for issuance of warrant .  CHAPTER -3  ISSUE OF WARRANT",Supreme Court of Pakistan,Unknown
182,SC-181,Supreme Court Judgment,"  Page 1 of 22       THE PLANT BREEDERS´ RIGHTS ACT, 2016                 CONTENTS                  1. Short title, extent and commencement.     CHAPTER I      PRELIMINARY   2. Definitions.     CHAPTER II     ADMINISTRATION     3. The Plant Breeders' Rights Registry.     4. Functions of the Registry.     5. Officers and employees of the Registry.     6. Functions of the Registrar.     7. Registrar  to have certain powers of the civil court.     8.  Registry to carry a seal.     9.  Register of p",Supreme Court of Pakistan,Unknown
183,SC-182,Supreme Court Judgment,"  Page 1 of 11              THE PUBLIC PROCUREMENT REGULATORY AUTHORITY  ORDINANCE,  2002             CONTENTS     CHAPTER I   PRELIMINARY   1.  Short title, extent and commencement.   2.  Definitions.   CHAPTER II   ESTABLISMENT OF AUTHORITY     3. Establishment of Authority.   4.  Power of the Federal Government to issue directives.   5.  Functions and  powers of  the Authority.   CHAPTER III   MANAGEMENT AND ADMINISTRATION OF THE AUTHORITY     6.  Board.   7.  Meeting of the Board.   8.  Mana",Supreme Court of Pakistan,Unknown
184,SC-183,Supreme Court Judgment,"THE ROAD TRANSPORT WORKERS ORDINANCE, 1961 CONTENTS PREAMBLE. 1. Short title and commencement. 2. Definitions. 3. Age limit. 3 A.Order of appointment etc. 4. Hours of work and rest. 5. Restriction on cumulative hours of work. 6. Leave. 6 A.Festival Holidays. 6 B.Casual leave. 7. W P Ordinance No vi of 1968 to apply to road transport service. 8. Maintenance of registers, etc. 9. Inspection of registers and calling for information. 10. Power to make rules. 11. Penalties. 12. Protection of action t",Supreme Court of Pakistan,Unknown
185,SC-184,Supreme Court Judgment,"1  THE  MARKETING OF PETROLEUM  PRODUCTS  (FEDERAL  CONTROL)  ACT,   1974.     1ACT NO. XVII OF 1974     [15th March, 1974]     An Act to provide for the management and development of marketing facilities  in petroleum products.    WHEREAS  it  is  expedient  to  provide  for  the  management  and  development  of  marketing facilities in petroleum products and for matters connected therewith;    It is hereby enacted as follows :—    1.  Short  title,  extent  and  comme ncement.  —(1)  This  Ac",Supreme Court of Pakistan,Unknown
186,SC-185,Supreme Court Judgment,"  Page 1 of 35           THE PAKISTAN MEDICAL AND DENTAL COUNCIL ACT, 2022         CONTENTS      _________   SECTIONS:   1. Short title, extent and commencement.   2.  Definitions.   3.  Constitution and composition of  the Council.   4.  Mode of election.   5 Restrictions on nominations and election.   6.  Incorporation of the Council.   7.  Terms of office.   8.  Meetings of the Council.   9.  Powers and functions of the Council.   10.  Composition of national medical and dental aca demic boar",Supreme Court of Pakistan,Unknown
187,SC-186,Supreme Court Judgment,"  Page 1 of 5           THE  AGHA KHAN  UNIVERSITY  EXAMINATION BOARD   ORDINANCE, 2002         CONTENTS               1.  Short title, extent and commencement    2.  Definitions    3.  Establishment of the Examination board   4.  Functions of the Examination Board   5.  Supervision of the Examination Board   6.  Power to charge fees, etc .  7.  Efficacy of certification   8.  Indemnity and bar of jurisdiction   9.  Removal of difficulties   10.  Rules and Regulations           Page 2 of 5   THE",Supreme Court of Pakistan,Unknown
188,SC-187,Supreme Court Judgment,"  Page 1 of 4               THE NATIONAL CIVIC EDUCATION COMMISSION ACT, 2018                              CONTENTS   1. Short title, extent and commencement.   2. Definitions .  3. Establishment of Commission .  4. Composition of Commission .  5. Director General .  6. Meeting of the Commission .  7. Function s of the Commission .  8. Responsibility of Schools.   9. Audit .  10. Act not in derogation of any other law .  11. Power to make rules .                                        Page 2 of ",Supreme Court of Pakistan,Unknown
189,SC-188,Supreme Court Judgment,"  Page 1 of 3           THE FEDERAL SUPERVISION OF CURRICULA , TEXT -BOOKS  AND MAINTENANCE OF STANDARDS OF EDUCATION ACT,  1976                            CONTENTS     1.                Short  title, extent  and commencement    2.                Definitions    3.                Appointment  and duties  of Competent  Authorit y   4.                Penalt y   5.                Jurisdiction  to try offences    6.                Indemnit y   7.                Power  to make  rules           Page 2 ",Supreme Court of Pakistan,Unknown
190,SC-189,Supreme Court Judgment,"  Page 1 of 44                 THE NEGOTIABLE INSTRUMENTS ACT, 1881       CONTENTS  ___________   PREAMBLE   CHAPTER I   PRELIMINARY   1. Short title     Local extent   Saving of usages relating to hundis, etc   Commencement   1A. Application of the Act   2. [Repealed. ]  3.  Interpreta tion clause   CHAP TER II   OF NOTES, BILLS AND CHEQUES   4.  “Promissory note ”  5.  “Bill of exchange ”  6.  “Cheque ”  7.  “Drawer ”    “Drawee ”    “Drawee in case of need ”    “Acceptor ”    “Acceptor for ho",Supreme Court of Pakistan,Unknown
191,SC-190,Supreme Court Judgment,"  Page 1 of 11        THE PUBLIC DEBT ACT, 1944         CONTENTS   ___________     1.  Short title, extent and commencement.   2.  Definitions.   3.  Transfer of Government securities.   4.  Transfer or of Government securities not liable for amount thereof.   5.  Holding of Government securit ies by holders of public offices.   6.  Notice of trust not receivable.   7.  Persons whose title to a Government security of a deceased sole holder may b e recognised by  the Bank.   8.  Right of survivor",Supreme Court of Pakistan,Unknown
192,SC-191,Supreme Court Judgment,"  Page 1 of 10               THE  PUBLICATION  OF LAWS  OF PAKISTAN  ACT,  2016               CONTENTS   _____________     SECTIONS:     1. Short  title, extent,  commencement  and application.     2. Definitions.     3. Registration  of publishers.     4. Exemption  from  registration.     5. Maintenance  of laws of Pakistan.     6. Laws of Pakistan Cell.     7. Powers  and functions  of the Cell.     8. Review  of publications.     9. Director (Omitted ).    10. Delegation (Omitted ).    11. C",Supreme Court of Pakistan,Unknown
193,SC-192,Supreme Court Judgment,"THE DEFENCE SERVICES (INQUIRY) (SPECIAL PROVISIONS) ORDINANCE,1969 CONTENTS 1 Short title and commencement 2 Definitions 3 Inquiry into the conduct of certain persons subject to service law 4 Convening of board of inquiry 5 Composition of a board of inquiry, etc 6 Power to make rules Page 1 of 5  THE DEFENCE SERVICES (INQUIRY) (SPECIAL PROVISIONS) ORDINANCE, 1969. 1 ORDINANCE NO. XIX OF 1969  [22nd July, 1969]  An Ordinance to make provision for a uniform procedure for inquiring into the conduct",Supreme Court of Pakistan,Unknown
194,SC-193,Supreme Court Judgment,"Page 1 of 87        THE  ISLAMABAD  CAPITAL  TERRITORY  LOCAL   GOVERNMENT  ACT,  2015                CONTENTS     CHAPTER I   INTRODUC TION       SECTIONS:     1.  Short  title, extent  and commencement.   2. Definitions.   3. Local  governments  to work  within  the existing  framework.     CHAPTER II   LOCAL  AREAS     4. Local  areas.   5. Division  and reconstitution  of a local  government.   6. Local  Government  and Delimitation.   7. Delimitation  of Union  Councils.   8. Waiver  of con",Supreme Court of Pakistan,Unknown
195,SC-194,Supreme Court Judgment,"THE ALLOPATHIC SYSTEM (PREVENTION OF MISUSE) ORDINANCE, 1962 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definition 3 Prohibition of the use of the word "" doctor and its variations, etc. 4 Prohibition of the use of medical degrees or diplomas 5 Prohibition of performing surgical operations by unqualified persons 6 Prohibition for prescribing certain drugs 7 Restriction on the sale of patent and proprietory medicines 8 Rule­making powers of the Provincial Government 9 Penalty 10 J",Supreme Court of Pakistan,Unknown
196,SC-195,Supreme Court Judgment,"THE ALLOPATHIC SYSTEM (PREVENTION OF MISUSE) ORDINANCE, 1962 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definition 3 Prohibition of the use of the word "" doctor and its variations, etc. 4 Prohibition of the use of medical degrees or diplomas 5 Prohibition of performing surgical operations by unqualified persons 6 Prohibition for prescribing certain drugs 7 Restriction on the sale of patent and proprietory medicines 8 Rule­making powers of the Provincial Government 9 Penalty 10 J",Supreme Court of Pakistan,Unknown
197,SC-196,Supreme Court Judgment,"THE ALLOPATHIC SYSTEM (PREVENTION OF MISUSE) ORDINANCE, 1962 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definition 3 Prohibition of the use of the word "" doctor and its variations, etc. 4 Prohibition of the use of medical degrees or diplomas 5 Prohibition of performing surgical operations by unqualified persons 6 Prohibition for prescribing certain drugs 7 Restriction on the sale of patent and proprietory medicines 8 Rule­making powers of the Provincial Government 9 Penalty 10 J",Supreme Court of Pakistan,Unknown
